rep,selCoeff,pnps,pnps_alt,neutmuts,delmuts,m1muts,m2muts,m3muts
5,-0.001,0.714286,-0.166667,7,5,5,0,0
5,-0.01,0.5,-0.333333,10,5,0,5,0
5,-0.1,0.25,-0.6,8,2,0,0,2
5,-0.001,1.0,0.0,9,9,9,0,0
5,-0.01,2.25,0.384615,4,9,0,9,0
5,-0.1,0/s,-1.0,7,0,0,0,0
5,-0.001,1.25,0.111111,4,5,5,0,0
5,-0.01,1.4,0.166667,5,7,0,7,0
5,-0.1,0.181818,-0.692308,11,2,0,0,2
5,-0.001,1.25,0.111111,4,5,5,0,0
5,-0.01,0.625,-0.230769,8,5,0,5,0
5,-0.1,0.272727,-0.571429,11,3,0,0,3
5,-0.001,1.16667,0.0769231,6,7,7,0,0
5,-0.01,0.6,-0.25,10,6,0,6,0
5,-0.1,0.555556,-0.285714,9,5,0,0,5
5,-0.001,0.5,-0.333333,6,3,3,0,0
5,-0.01,0.6,-0.25,5,3,0,3,0
5,-0.1,0.571429,-0.272727,7,4,0,0,4
5,-0.001,2.0,0.333333,6,12,12,0,0
5,-0.01,1.33333,0.142857,3,4,0,4,0
5,-0.1,0.6,-0.25,5,3,0,0,3
5,-0.001,1.0,0.0,5,5,5,0,0
5,-0.01,1.0,0.0,5,5,0,5,0
5,-0.1,0.0833333,-0.846154,12,1,0,0,1
5,-0.001,0.384615,-0.444444,13,5,5,0,0
5,-0.01,0.25,-0.6,8,2,0,2,0
5,-0.1,0.625,-0.230769,8,5,0,0,5
5,-0.001,0.714286,-0.166667,7,5,5,0,0
